,Error_rel_L2_FOM_ROM,Error_abs_L2_FOM_ROM,Error_rel_H1_FOM_ROM,Error_abs_H1_FOM_ROM,Speed_up_POD
0,0.0009139941706061402,0.0004727189500859963,0.0009148258369785879,0.00419675374767715,3217.6617557175773
