,Error_rel_L2_FOM_ROM,Error_abs_L2_FOM_ROM,Error_rel_H1_FOM_ROM,Error_abs_H1_FOM_ROM,Speed_up_POD
0,6.201535698341052e-05,3.2042468600601237e-05,0.00010400590403971205,0.0004769080274499143,0.747541112063837
