,Error_rel_L2_FOM_ROM,Error_abs_L2_FOM_ROM,Error_rel_H1_FOM_ROM,Error_abs_H1_FOM_ROM,Speed_up_POD
0,0.01357406715387958,0.007014570664693976,0.04720843435483531,0.21642864424111125,278.18195124957504
